dataset_idx,dataset_name,traj_idx,traj_name,frame_idx,clean_mean_partial_rms,adv_mean_partial_rms,adv_delta_mean_partial_rms,adv_ratio_mean_partial_rms,adv_delta_ratio_mean_partial_rms
0,0,0,00000_seed_00001,0,0.0,0.0,0.0,0,0.0
0,0,0,00000_seed_00001,1,0.10629719495773315,0.09723708033561707,-0.009060114622116089,0.9147661927888252,0.09723708033561707
0,0,0,00000_seed_00001,2,0.134615957736969,0.12005381286144257,-0.014562144875526428,0.8918245271932772,0.12005381286144257
0,0,0,00000_seed_00001,3,0.17084278166294098,0.1425168812274933,-0.028325900435447693,0.8341990211132688,0.1425168812274933
0,0,0,00000_seed_00001,4,0.2236960232257843,0.19418489933013916,-0.02951112389564514,0.8680748836296543,0.19418489933013916
0,0,0,00000_seed_00001,5,0.24682296812534332,0.21143585443496704,-0.03538711369037628,0.8566295756057607,0.21143585443496704
0,0,0,00000_seed_00001,6,0.33692216873168945,0.24633581936359406,-0.0905863493680954,0.7311356812491774,0.24633581936359406
0,0,0,00000_seed_00001,7,0.4108866751194,0.27143383026123047,-0.13945284485816956,0.6606050930767083,0.27143383026123047
0,0,1,00001_seed_00001,0,0.0,0.0,0.0,0,0.0
0,0,1,00001_seed_00001,1,0.08233798295259476,0.08510111272335052,0.002763129770755768,1.0335583854701251,0.08510111272335052
0,0,1,00001_seed_00001,2,0.10419942438602448,0.10812892019748688,0.003929495811462402,1.0377113005625147,0.10812892019748688
0,0,1,00001_seed_00001,3,0.1414245069026947,0.15012334287166595,0.008698835968971252,1.0615086886953502,0.15012334287166595
0,0,1,00001_seed_00001,4,0.17411074042320251,0.1780976951122284,0.003986954689025879,1.0228989589001516,0.1780976951122284
0,0,1,00001_seed_00001,5,0.19592835009098053,0.19517387449741364,-0.0007544755935668945,0.9961492270352067,0.19517387449741364
0,0,1,00001_seed_00001,6,0.24567116796970367,0.2462819516658783,0.0006107836961746216,1.0024861838742507,0.2462819516658783
0,0,1,00001_seed_00001,7,0.2873869240283966,0.2969087064266205,0.009521782398223877,1.033132274303764,0.2969087064266205
0,0,2,00002_seed_00001,0,0.0,0.0,0.0,0,0.0
0,0,2,00002_seed_00001,1,0.07259757071733475,0.12228462100028992,0.04968705028295517,1.68441753342431,0.12228462100028992
0,0,2,00002_seed_00001,2,0.12628912925720215,0.14628943800926208,0.020000308752059937,1.1583692030319335,0.14628943800926208
0,0,2,00002_seed_00001,3,0.1868966668844223,0.20113025605678558,0.014233589172363281,1.0761575335164506,0.20113025605678558
0,0,2,00002_seed_00001,4,0.24846413731575012,0.23169158399105072,-0.016772553324699402,0.9324950735108113,0.23169158399105072
0,0,2,00002_seed_00001,5,0.28247639536857605,0.28814834356307983,0.005671948194503784,1.020079370480153,0.28814834356307983
0,0,2,00002_seed_00001,6,0.34347817301750183,0.2929822504520416,-0.050495922565460205,0.8529865169543475,0.2929822504520416
0,0,2,00002_seed_00001,7,0.3565327227115631,0.3237670660018921,-0.03276565670967102,0.9080991599860004,0.3237670660018921
0,0,3,00003_seed_00001,0,0.0,0.0,0.0,0,0.0
0,0,3,00003_seed_00001,1,0.07623620331287384,0.09323801100254059,0.017001807689666748,1.2230148794253464,0.09323801100254059
0,0,3,00003_seed_00001,2,0.12139478325843811,0.1422826200723648,0.020887836813926697,1.1720653577794893,0.1422826200723648
0,0,3,00003_seed_00001,3,0.17295823991298676,0.18611162900924683,0.01315338909626007,1.0760495082678767,0.18611162900924683
0,0,3,00003_seed_00001,4,0.2179924100637436,0.23514951765537262,0.01715710759162903,1.078705068615059,0.23514951765537262
0,0,3,00003_seed_00001,5,0.2767687141895294,0.2932564914226532,0.01648777723312378,1.0595724024711588,0.2932564914226532
0,0,3,00003_seed_00001,6,0.3183327615261078,0.34128496050834656,0.02295219898223877,1.0721012781474468,0.34128496050834656
0,0,3,00003_seed_00001,7,0.31366753578186035,0.32424771785736084,0.010580182075500488,1.0337305614019885,0.32424771785736084
0,0,4,00004_seed_00001,0,0.0,0.0,0.0,0,0.0
0,0,4,00004_seed_00001,1,0.0967869982123375,0.09787191450595856,0.0010849162936210632,1.0112093185413282,0.09787191450595856
0,0,4,00004_seed_00001,2,0.16110467910766602,0.11780843138694763,-0.043296247720718384,0.7312539402298578,0.11780843138694763
0,0,4,00004_seed_00001,3,0.2361154556274414,0.1553778052330017,-0.0807376503944397,0.6580585960377244,0.1553778052330017
0,0,4,00004_seed_00001,4,0.3009575605392456,0.20312923192977905,-0.09782832860946655,0.6749431101375853,0.20312923192977905
0,0,4,00004_seed_00001,5,0.38414183259010315,0.26031965017318726,-0.1238221824169159,0.6776654560581539,0.26031965017318726
0,0,4,00004_seed_00001,6,0.4405459463596344,0.2951558828353882,-0.14539006352424622,0.6699775251011871,0.2951558828353882
0,0,4,00004_seed_00001,7,0.46601802110671997,0.37927186489105225,-0.08674615621566772,0.813856648698565,0.37927186489105225
0,0,5,00005_seed_00001,0,0.0,0.0,0.0,0,0.0
0,0,5,00005_seed_00001,1,0.11455772817134857,0.13149569928646088,0.016937971115112305,1.1478553335989476,0.13149569928646088
0,0,5,00005_seed_00001,2,0.20373684167861938,0.2344512641429901,0.030714422464370728,1.150755367616921,0.2344512641429901
0,0,5,00005_seed_00001,3,0.2706504464149475,0.31410205364227295,0.04345160722732544,1.1605451156755442,0.31410205364227295
0,0,5,00005_seed_00001,4,0.37073904275894165,0.4116344749927521,0.040895432233810425,1.1103078648784261,0.4116344749927521
