dataset_idx,dataset_name,traj_idx,traj_name,frame_idx,clean_mean_partial_rms,adv_mean_partial_rms,adv_delta_mean_partial_rms,adv_ratio_mean_partial_rms,adv_delta_ratio_mean_partial_rms
2,2,20,00020_seed_00001,1,1.160393238067627,1.160393238067627,0.0,1.0,1.160393238067627
2,2,20,00020_seed_00001,2,2.3169004917144775,2.3169004917144775,0.0,1.0,2.3169004917144775
2,2,20,00020_seed_00001,3,3.469442129135132,3.469442129135132,0.0,1.0,3.469442129135132
2,2,20,00020_seed_00001,4,4.6179280281066895,4.6179280281066895,0.0,1.0,4.6179280281066895
2,2,20,00020_seed_00001,5,5.762271404266357,5.762271404266357,0.0,1.0,5.762271404266357
2,2,20,00020_seed_00001,6,6.902377605438232,6.902377605438232,0.0,1.0,6.902377605438232
2,2,20,00020_seed_00001,7,8.038167953491211,8.038167953491211,0.0,1.0,8.038167953491211
2,2,21,00021_seed_00001,0,0.0,0.0,0.0,0,0.0
2,2,21,00021_seed_00001,1,0.977812647819519,0.977812647819519,0.0,1.0,0.977812647819519
2,2,21,00021_seed_00001,2,1.954296588897705,1.954296588897705,0.0,1.0,1.954296588897705
2,2,21,00021_seed_00001,3,2.929456949234009,2.929456949234009,0.0,1.0,2.929456949234009
2,2,21,00021_seed_00001,4,3.9032998085021973,3.9032998085021973,0.0,1.0,3.9032998085021973
2,2,21,00021_seed_00001,5,4.875829696655273,4.875829696655273,0.0,1.0,4.875829696655273
2,2,21,00021_seed_00001,6,5.847052574157715,5.847052574157715,0.0,1.0,5.847052574157715
2,2,21,00021_seed_00001,7,6.816973686218262,6.816973686218262,0.0,1.0,6.816973686218262
2,2,22,00022_seed_00001,0,0.0,0.0,0.0,0,0.0
2,2,22,00022_seed_00001,1,0.9493895769119263,0.9493895769119263,0.0,1.0,0.9493895769119263
2,2,22,00022_seed_00001,2,1.8982917070388794,1.8982917070388794,0.0,1.0,1.8982917070388794
2,2,22,00022_seed_00001,3,2.8467159271240234,2.8467159271240234,0.0,1.0,2.8467159271240234
2,2,22,00022_seed_00001,4,3.794675350189209,3.794675350189209,0.0,1.0,3.794675350189209
2,2,22,00022_seed_00001,5,4.74217414855957,4.74217414855957,0.0,1.0,4.74217414855957
2,2,22,00022_seed_00001,6,5.689230918884277,5.689230918884277,0.0,1.0,5.689230918884277
2,2,22,00022_seed_00001,7,6.6358513832092285,6.6358513832092285,0.0,1.0,6.6358513832092285
2,2,23,00023_seed_00001,0,0.0,0.0,0.0,0,0.0
2,2,23,00023_seed_00001,1,1.1793631315231323,1.1793630123138428,-1.1920928955078125e-07,0.9999998989206239,1.1793630123138428
2,2,23,00023_seed_00001,2,2.353315591812134,2.353315591812134,0.0,1.0,2.353315591812134
2,2,23,00023_seed_00001,3,3.521749258041382,3.521749496459961,2.384185791015625e-07,1.000000067698908,3.521749496459961
2,2,23,00023_seed_00001,4,4.684563159942627,4.684563159942627,0.0,1.0,4.684563159942627
2,2,23,00023_seed_00001,5,5.841641902923584,5.841641902923584,0.0,1.0,5.841641902923584
2,2,23,00023_seed_00001,6,6.99288272857666,6.99288272857666,0.0,1.0,6.99288272857666
2,2,23,00023_seed_00001,7,8.13815975189209,8.13815975189209,0.0,1.0,8.13815975189209
2,2,24,00024_seed_00001,0,0.0,0.0,0.0,0,0.0
2,2,24,00024_seed_00001,1,1.0244579315185547,1.0244579315185547,0.0,1.0,1.0244579315185547
